courseNum,courseName,profName,1reg,1quota,2reg,2quota,3reg,3quota,4reg,4quota,exreg,exquota,totalreg,totalquota,reg,quota
LIBS153-18, 일반생물학실험I,임영복 LIBS153-18,0,19,0,0,0,0,0,0,0,0,0,19 + 0,0,19
LIBS153-19, 일반생물학실험I,김지현 LIBS153-19,0,19,0,0,0,0,0,0,0,0,0,19 + 0,0,19
LIBS153-20, 일반생물학실험I,윤태중 LIBS153-20,3,none,0,none,4,none,1,none,0,0,8,19 + 0,8,19
LIBS153-21, 일반생물학실험I,윤봉준 LIBS153-21,2,19,2,0,1,0,0,0,0,0,5,19 + 0,5,19
LIBS153-22, 일반생물학실험I,박세호 LIBS153-22,2,19,4,0,0,0,1,0,0,0,7,19 + 0,7,19
LIBS153-23, 일반생물학실험I,유성철 LIBS153-23,1,19,0,0,0,0,0,0,0,0,1,19 + 0,1,19
LIBS153-24, 일반생물학실험I,한경덕 LIBS153-24,1,19,0,0,0,0,0,0,0,0,1,19 + 0,1,19
LIBS153-25, 일반생물학실험I,고용 LIBS153-25,0,19,0,0,0,0,0,0,0,0,0,19 + 0,0,19
LIBS153-26, 일반생물학실험I,유성철 LIBS153-26,0,19,0,0,0,0,0,0,0,0,0,19 + 0,0,19
LIBS153-27, 일반생물학실험I,임영복 LIBS153-27,1,19,0,0,0,0,0,0,0,0,1,19 + 0,1,19
LIBS153-28, 일반생물학실험I,강성만 LIBS153-28,0,19,0,0,0,0,0,0,0,0,0,19 + 0,0,19
LIBS153-29, 일반생물학실험I,신정섭 LIBS153-29,2,19,0,0,1,0,0,0,0,0,3,19 + 0,3,19
LIBS153-30, 일반생물학실험I,최의주 LIBS153-30,0,19,0,0,0,0,0,0,0,0,0,19 + 0,0,19
LIBS153-31, 일반생물학실험I,김익환 LIBS153-31,1,19,0,0,0,0,0,0,0,0,1,19 + 0,1,19
LIBS153-32, 일반생물학실험I,김현정 LIBS153-32,6,none,3,none,4,none,4,none,0,0,17,19 + 0,17,19
LIET151-01, 화학의기초및연습Ⅰ(영강),이병천 LIET151-01,5,none,15,none,1,none,4,none,0,0,25,0 + 0,25,0
LIET151-02, 화학의기초및연습Ⅰ(영강),송현규 LIET151-02,0,none,3,none,0,none,0,none,0,0,3,0 + 0,3,0
LIET151-03, 화학의기초및연습Ⅰ(영강),옥용식 LIET151-03,13,none,3,none,0,none,1,none,0,0,17,0 + 0,17,0
LIET151-04, 화학의기초및연습Ⅰ,황광연 LIET151-04,1,none,0,none,0,none,1,none,0,0,2,0 + 0,2,0
LIET151-05, 화학의기초및연습Ⅰ,정남현 LIET151-05,4,none,4,none,3,none,4,none,0,0,15,0 + 0,15,0
LIET151-06, 화학의기초및연습Ⅰ,정진호 LIET151-06,1,none,0,none,0,none,1,none,0,0,2,0 + 0,2,0
LIET151-07, 화학의기초및연습Ⅰ(영강),권정환 LIET151-07,2,none,0,none,0,none,2,none,0,0,4,0 + 0,4,0
LIET151-08, 화학의기초및연습Ⅰ(영강),김태욱 LIET151-08,8,none,10,none,9,none,10,none,1,6,38,46 + 6,37,46
LIET153-01, 생물통계학,천용식 LIET153-01,2,none,55,none,34,none,25,none,0,0,116,70 + 0,116,70
LIET153-02, 생물통계학,홍기창 LIET153-02,2,none,11,none,2,none,4,none,0,0,19,70 + 0,19,70
LIET153-03, 생물통계학,권보경 LIET153-03,7,none,49,none,19,none,19,none,0,0,94,70 + 0,94,70
LIET155-01, 화학의기초실험Ⅰ,송현규 LIET155-01,0,none,1,none,0,none,0,none,0,0,1,0 + 0,1,0
LIET155-02, 화학의기초실험Ⅰ,옥용식 LIET155-02,2,none,0,none,0,none,0,none,0,0,2,0 + 0,2,0
LIET155-03, 화학의기초실험Ⅰ,황광연 LIET155-03,2,none,0,none,0,none,0,none,0,0,2,0 + 0,2,0
LIET155-04, 화학의기초실험Ⅰ,옥용식 LIET155-04,0,none,1,none,0,none,0,none,0,0,1,0 + 0,1,0
LIET155-05, 화학의기초실험Ⅰ,이병천 LIET155-05,0,none,2,none,0,none,0,none,0,0,2,0 + 0,2,0
LIET155-06, 화학의기초실험Ⅰ,정남현 LIET155-06,3,none,0,none,0,none,0,none,0,0,3,0 + 0,3,0
LIET155-07, 화학의기초실험Ⅰ,송현규 LIET155-07,0,none,0,none,0,none,1,none,0,0,1,0 + 0,1,0
LIET155-08, 화학의기초실험Ⅰ,김태욱 LIET155-08,0,none,0,none,0,none,0,none,0,0,0,0 + 0,0,0
LIET155-09, 화학의기초실험Ⅰ,이병천 LIET155-09,1,none,0,none,1,none,0,none,0,0,2,0 + 0,2,0
LIET155-10, 화학의기초실험Ⅰ,황광연 LIET155-10,0,none,0,none,0,none,0,none,0,0,0,0 + 0,0,0
LIET155-11, 화학의기초실험Ⅰ,정진호 LIET155-11,0,none,0,none,0,none,0,none,0,0,0,0 + 0,0,0
LIET155-12, 화학의기초실험Ⅰ,황광연 LIET155-12,1,none,0,none,0,none,0,none,0,0,1,0 + 0,1,0
LIET155-13, 화학의기초실험Ⅰ,이병천 LIET155-13,0,none,0,none,0,none,1,none,0,0,1,0 + 0,1,0
LIET155-14, 화학의기초실험Ⅰ,정남현 LIET155-14,1,none,0,none,1,none,1,none,0,0,3,0 + 0,3,0
LIET155-15, 화학의기초실험Ⅰ,권정환 LIET155-15,1,none,0,none,0,none,0,none,0,0,1,0 + 0,1,0
LIET155-16, 화학의기초실험Ⅰ,정진호 LIET155-16,2,none,0,none,0,none,0,none,0,0,2,0 + 0,2,0
LIET155-17, 화학의기초실험Ⅰ,김태욱 LIET155-17,0,none,0,none,0,none,1,none,0,0,1,0 + 0,1,0
LIET155-18, 화학의기초실험Ⅰ,정진호 LIET155-18,1,none,0,none,0,none,1,none,0,0,2,0 + 0,2,0
LIET155-19, 화학의기초실험Ⅰ(영강),권정환 LIET155-19,4,none,2,none,0,none,1,none,0,2,7,18 + 2,7,18
LIET155-20, 화학의기초실험Ⅰ,권정환 LIET155-20,4,none,1,none,3,none,8,none,0,0,16,20 + 0,16,20
LESE151-00, 식품자원경제학개론,양승룡 LESE151-00,5,none,9,none,1,none,1,none,0,4,16,96 + 4,16,96
LESE153-00, 시장과경제(영강),임송수 LESE153-00,5,none,11,none,3,none,1,none,2,13,22,87 + 13,20,87
LESE155-00, 응용경제수학(영강),서동희 LESE155-00,7,none,60,none,23,none,1,none,1,13,92,87 + 13,91,87
POLI152-00, 정치학의기본탐구,최치원 POLI152-00,0,15,2,20,15,20,8,15,0,0,25,70 + 0,25,70
STAT170-01, 기초통계학(영강),김경희 STAT170-01,0,75,0,0,0,0,0,0,2,11,2,75 + 11,0,75
STAT170-02, 기초통계학,백정민 STAT170-02,7,18,51,32,20,13,11,10,0,0,89,73 + 0,89,73
STAT170-03, 기초통계학,백정민 STAT170-03,10,14,54,47,20,14,15,10,0,0,99,85 + 0,99,85
STAT170-04, 기초통계학,차재형 STAT170-04,5,17,16,44,18,20,7,4,0,0,46,85 + 0,46,85
PAPP151-01, 행정학원론,윤견수 PAPP151-01,2,75,0,5,2,5,1,5,0,0,5,90 + 0,5,90
PAPP151-02, 행정학원론,심동철 PAPP151-02,2,10,20,35,65,35,18,10,0,0,105,90 + 0,105,90
CHEM153-01, 일반화학실험Ⅰ, CHEM153-01,0,20,0,0,0,0,0,0,0,1,0,20 + 1,0,20
CHEM153-02, 일반화학실험Ⅰ, CHEM153-02,0,20,0,0,0,0,0,0,0,1,0,20 + 1,0,20
CHEM153-03, 일반화학실험Ⅰ, CHEM153-03,0,16,0,0,0,0,0,0,0,0,0,16 + 0,0,16
CHEM153-04, 일반화학실험Ⅰ, CHEM153-04,1,16,0,0,0,0,0,0,0,0,1,16 + 0,1,16
CHEM153-05, 일반화학실험Ⅰ, CHEM153-05,0,18,0,0,0,0,0,0,0,0,0,18 + 0,0,18
CHEM153-06, 일반화학실험Ⅰ, CHEM153-06,0,20,0,0,0,0,0,0,0,1,0,20 + 1,0,20
CHEM153-07, 일반화학실험Ⅰ, CHEM153-07,0,20,0,0,0,0,0,0,0,1,0,20 + 1,0,20
CHEM153-08, 일반화학실험Ⅰ, CHEM153-08,0,20,3,0,1,0,2,0,0,1,6,20 + 1,6,20
CHEM153-09, 일반화학실험Ⅰ, CHEM153-09,1,20,1,0,0,0,0,0,0,1,2,20 + 1,2,20
CHEM153-10, 일반화학실험Ⅰ, CHEM153-10,0,20,1,0,0,0,1,0,0,1,2,20 + 1,2,20
CHEM153-11, 일반화학실험Ⅰ, CHEM153-11,1,20,0,0,0,0,0,0,0,1,1,20 + 1,1,20
CHEM153-12, 일반화학실험Ⅰ, CHEM153-12,0,20,0,0,0,0,0,0,0,1,0,20 + 1,0,20
CHEM153-13, 일반화학실험Ⅰ, CHEM153-13,0,20,0,0,0,0,0,0,0,1,0,20 + 1,0,20
CHEM153-14, 일반화학실험Ⅰ, CHEM153-14,0,20,0,0,0,0,0,0,0,1,0,20 + 1,0,20
CHEM153-15, 일반화학실험Ⅰ, CHEM153-15,0,16,0,0,0,0,0,0,0,0,0,16 + 0,0,16
CHEM153-16, 일반화학실험Ⅰ, CHEM153-16,0,20,0,0,0,0,0,0,0,1,0,20 + 1,0,20
CHEM153-17, 일반화학실험Ⅰ, CHEM153-17,0,20,0,0,0,0,0,0,0,1,0,20 + 1,0,20
CHEM153-18, 일반화학실험Ⅰ, CHEM153-18,0,20,0,0,0,0,0,0,0,1,0,20 + 1,0,20
CHEM153-19, 일반화학실험Ⅰ, CHEM153-19,0,20,0,0,0,0,0,0,0,1,0,20 + 1,0,20
CHEM153-20, 일반화학실험Ⅰ, CHEM153-20,1,20,1,0,0,0,0,0,0,1,2,20 + 1,2,20
CHEM153-21, 일반화학실험Ⅰ, CHEM153-21,1,16,0,0,0,0,0,0,0,0,1,16 + 0,1,16
CHEM153-22, 일반화학실험Ⅰ, CHEM153-22,0,20,0,0,0,0,0,0,0,1,0,20 + 1,0,20
CHEM153-23, 일반화학실험Ⅰ, CHEM153-23,0,16,0,0,0,0,0,0,0,0,0,16 + 0,0,16
CHEM153-24, 일반화학실험Ⅰ, CHEM153-24,0,16,0,0,0,0,0,0,0,0,0,16 + 0,0,16
CHEM153-25, 일반화학실험Ⅰ, CHEM153-25,0,20,0,0,0,0,0,0,0,1,0,20 + 1,0,20
CHEM153-26, 일반화학실험Ⅰ, CHEM153-26,0,20,0,0,0,0,0,0,0,1,0,20 + 1,0,20
CHEM153-27, 일반화학실험Ⅰ, CHEM153-27,0,20,0,0,0,0,0,0,0,1,0,20 + 1,0,20
CHEM153-28, 일반화학실험Ⅰ, CHEM153-28,0,20,0,0,0,0,0,0,0,1,0,20 + 1,0,20
CHEM153-29, 일반화학실험Ⅰ, CHEM153-29,0,16,0,0,0,0,0,0,0,0,0,16 + 0,0,16
CHEM153-30, 일반화학실험Ⅰ, CHEM153-30,0,16,0,0,0,0,0,0,0,0,0,16 + 0,0,16
CHEM153-31, 일반화학실험Ⅰ, CHEM153-31,1,16,0,0,0,0,0,0,0,0,1,16 + 0,1,16
CHEM153-32, 일반화학실험Ⅰ, CHEM153-32,0,16,0,0,0,0,0,0,0,0,0,16 + 0,0,16
CHEM153-33, 일반화학실험Ⅰ, CHEM153-33,0,18,0,0,0,0,0,0,0,0,0,18 + 0,0,18
CHEM153-34, 일반화학실험Ⅰ, CHEM153-34,0,16,0,0,0,0,0,0,0,0,0,16 + 0,0,16
CHEM153-35, 일반화학실험Ⅰ, CHEM153-35,0,16,0,0,0,0,0,0,0,0,0,16 + 0,0,16
CHEM153-36, 일반화학실험Ⅰ, CHEM153-36,0,16,0,0,0,0,0,0,0,0,0,16 + 0,0,16
CHEM153-37, 일반화학실험Ⅰ, CHEM153-37,0,16,0,0,0,0,0,0,0,0,0,16 + 0,0,16
CHEM153-38, 일반화학실험Ⅰ, CHEM153-38,0,16,0,0,0,0,0,0,0,0,0,16 + 0,0,16
CHEM153-39, 일반화학실험Ⅰ, CHEM153-39,1,20,0,0,0,0,0,0,0,1,1,20 + 1,1,20
CHEM153-40, 일반화학실험Ⅰ, CHEM153-40,0,18,0,0,2,0,1,0,0,0,3,18 + 0,3,18
CHEM153-41, 일반화학실험Ⅰ, CHEM153-41,0,18,0,0,1,0,0,0,0,0,1,18 + 0,1,18
CHEM153-42, 일반화학실험Ⅰ, CHEM153-42,0,20,0,0,0,0,0,0,0,1,0,20 + 1,0,20
CHEM153-43, 일반화학실험Ⅰ, CHEM153-43,1,20,0,0,0,0,0,0,0,1,1,20 + 1,1,20
CHEM153-44, 일반화학실험Ⅰ, CHEM153-44,1,18,0,0,0,0,0,0,0,0,1,18 + 0,1,18
CHEM153-45, 일반화학실험Ⅰ, CHEM153-45,0,18,0,0,0,0,0,0,0,0,0,18 + 0,0,18
CHEM153-46, 일반화학실험Ⅰ, CHEM153-46,0,20,0,0,1,0,0,0,0,1,1,20 + 1,1,20
CHEM153-47, 일반화학실험Ⅰ, CHEM153-47,0,20,0,0,0,0,0,0,0,1,0,20 + 1,0,20
CHEM153-48, 일반화학실험Ⅰ, CHEM153-48,0,20,0,0,0,0,0,0,0,1,0,20 + 1,0,20
CHEM153-49, 일반화학실험Ⅰ, CHEM153-49,0,20,0,0,0,0,1,0,0,1,1,20 + 1,1,20
CHEM153-50, 일반화학실험Ⅰ, CHEM153-50,3,none,1,none,2,none,4,none,0,1,10,20 + 1,10,20
CHEM153-51, 일반화학실험Ⅰ, CHEM153-51,0,none,2,none,4,none,1,none,0,1,7,20 + 1,7,20
CHEM153-52, 일반화학실험Ⅰ(영강), CHEM153-52,4,none,1,none,4,none,2,none,0,3,11,20 + 3,11,20
CHEM155-01, 일반화학실험, CHEM155-01,1,16,0,0,0,0,0,0,0,0,1,16 + 0,1,16
CHEM155-02, 일반화학실험, CHEM155-02,0,16,0,0,0,0,0,0,0,0,0,16 + 0,0,16
CHEM155-03, 일반화학실험, CHEM155-03,0,22,0,0,0,0,0,0,0,1,0,22 + 1,0,22
CHEM155-04, 일반화학실험, CHEM155-04,0,22,0,0,0,0,0,0,0,1,0,22 + 1,0,22
CHEM155-05, 일반화학실험, CHEM155-05,0,20,0,0,1,0,0,0,0,1,1,20 + 1,1,20
CHEM155-06, 일반화학실험, CHEM155-06,0,16,0,0,0,0,0,0,0,0,0,16 + 0,0,16
CHEM155-07, 일반화학실험, CHEM155-07,0,16,0,0,0,0,0,0,0,0,0,16 + 0,0,16
CHEM155-08, 일반화학실험, CHEM155-08,0,16,0,0,0,0,0,0,0,0,0,16 + 0,0,16
CHEM155-09, 일반화학실험, CHEM155-09,1,16,0,0,0,0,0,0,0,0,1,16 + 0,1,16
CHEM155-10, 일반화학실험, CHEM155-10,0,20,0,0,1,0,0,0,0,1,1,20 + 1,1,20
CHEM155-11, 일반화학실험, CHEM155-11,0,20,0,0,0,0,1,0,0,1,1,20 + 1,1,20
CHEM155-12, 일반화학실험, CHEM155-12,0,16,0,0,0,0,0,0,0,0,0,16 + 0,0,16
CHEM155-13, 일반화학실험, CHEM155-13,0,18,0,0,0,0,0,0,0,0,0,18 + 0,0,18
CHEM155-14, 일반화학실험, CHEM155-14,0,18,0,0,0,0,0,0,0,0,0,18 + 0,0,18
CHEM155-15, 일반화학실험, CHEM155-15,0,18,0,0,0,0,0,0,0,0,0,18 + 0,0,18
CHEM155-16, 일반화학실험, CHEM155-16,0,19,0,0,0,0,0,0,0,0,0,19 + 0,0,19
CHEM155-17, 일반화학실험, CHEM155-17,0,20,0,0,0,0,0,0,0,1,0,20 + 1,0,20
CHEM155-18, 일반화학실험, CHEM155-18,1,20,0,0,0,0,1,0,0,1,2,20 + 1,2,20
CHEM155-19, 일반화학실험, CHEM155-19,0,20,0,0,0,0,0,0,0,1,0,20 + 1,0,20
CHEM155-20, 일반화학실험, CHEM155-20,0,20,0,0,0,0,0,0,0,1,0,20 + 1,0,20
CHEM155-21, 일반화학실험, CHEM155-21,0,20,0,0,0,0,0,0,0,1,0,20 + 1,0,20
CHEM155-22, 일반화학실험, CHEM155-22,2,none,1,none,3,none,4,none,0,1,10,20 + 1,10,20
CHEM155-23, 일반화학실험(영강), CHEM155-23,5,none,0,none,1,none,1,none,1,3,8,20 + 3,7,20
EAES153-01, 지구환경과학실험I, EAES153-01,0,none,0,none,0,none,0,none,0,1,0,20 + 1,0,20
EAES153-02, 지구환경과학실험I, EAES153-02,0,none,0,none,0,none,0,none,0,1,0,20 + 1,0,20
EAES153-03, 지구환경과학실험I,서지은 EAES153-03,0,none,0,none,0,none,0,none,0,1,0,20 + 1,0,20
EAES153-04, 지구환경과학실험I,오윤영 EAES153-04,0,none,1,none,1,none,0,none,0,1,2,20 + 1,2,20
EAES153-05, 지구환경과학실험I,오윤영 EAES153-05,1,none,0,none,0,none,0,none,0,1,1,20 + 1,1,20
EAES153-06, 지구환경과학실험I, EAES153-06,0,none,0,none,0,none,0,none,0,1,0,20 + 1,0,20
PHYS161-01, 일반물리학실험Ⅰ,김경태 PHYS161-01,0,none,0,none,0,none,0,none,0,0,0,17 + 0,0,17
PHYS161-02, 일반물리학실험Ⅰ,최일수 PHYS161-02,1,none,3,none,0,none,0,none,0,0,4,15 + 0,4,15
PHYS161-03, 일반물리학실험Ⅰ,김준영 PHYS161-03,1,none,0,none,0,none,0,none,0,0,1,15 + 0,1,15
PHYS161-04, 일반물리학실험Ⅰ,김동일 PHYS161-04,1,none,0,none,0,none,0,none,0,0,1,15 + 0,1,15
PHYS161-05, 일반물리학실험Ⅰ,김유래 PHYS161-05,0,none,0,none,0,none,1,none,0,0,1,15 + 0,1,15
PHYS161-06, 일반물리학실험Ⅰ,김유래 PHYS161-06,2,none,1,none,2,none,1,none,0,0,6,15 + 0,6,15
PHYS161-07, 일반물리학실험Ⅰ,이여진 PHYS161-07,0,none,0,none,0,none,0,none,0,0,0,15 + 0,0,15
PHYS161-08, 일반물리학실험Ⅰ,정창근 PHYS161-08,0,none,0,none,0,none,1,none,0,0,1,15 + 0,1,15
PHYS161-09, 일반물리학실험Ⅰ,김하림 PHYS161-09,0,none,1,none,0,none,0,none,0,0,1,15 + 0,1,15
PHYS161-10, 일반물리학실험Ⅰ,문현기 PHYS161-10,2,none,1,none,0,none,2,none,0,0,5,15 + 0,5,15
PHYS161-11, 일반물리학실험Ⅰ,김경태 PHYS161-11,1,none,0,none,2,none,2,none,0,0,5,15 + 0,5,15
PHYS161-12, 일반물리학실험Ⅰ(영강),민철홍 PHYS161-12,4,none,2,none,2,none,2,none,0,3,10,20 + 3,10,20
PHYS161-13, 일반물리학실험Ⅰ(영강),민철홍 PHYS161-13,5,none,1,none,0,none,2,none,0,3,8,20 + 3,8,20
PHYS161-14, 일반물리학실험Ⅰ,이우도 PHYS161-14,1,none,0,none,0,none,0,none,0,0,1,15 + 0,1,15
PHYS161-15, 일반물리학실험Ⅰ,박범현 PHYS161-15,0,none,0,none,0,none,0,none,0,0,0,15 + 0,0,15
PHYS161-16, 일반물리학실험Ⅰ,이기수 PHYS161-16,0,none,0,none,0,none,0,none,0,0,0,15 + 0,0,15
PHYS161-17, 일반물리학실험Ⅰ,최성훈 PHYS161-17,0,none,0,none,1,none,0,none,0,0,1,15 + 0,1,15
PHYS161-18, 일반물리학실험Ⅰ,임구 PHYS161-18,0,none,0,none,0,none,0,none,0,0,0,15 + 0,0,15
PHYS161-19, 일반물리학실험Ⅰ,박종대 PHYS161-19,1,none,0,none,0,none,0,none,0,0,1,15 + 0,1,15
PHYS161-20, 일반물리학실험Ⅰ,김경훈 PHYS161-20,1,none,0,none,0,none,1,none,0,0,2,15 + 0,2,15
PHYS161-21, 일반물리학실험Ⅰ,김경태 PHYS161-21,0,none,0,none,0,none,0,none,0,0,0,15 + 0,0,15
PHYS161-22, 일반물리학실험Ⅰ,임구 PHYS161-22,0,none,0,none,0,none,0,none,0,0,0,15 + 0,0,15
PHYS161-23, 일반물리학실험Ⅰ,이우도 PHYS161-23,0,none,0,none,0,none,0,none,0,0,0,15 + 0,0,15
PHYS161-24, 일반물리학실험Ⅰ,박종대 PHYS161-24,1,none,0,none,0,none,1,none,0,0,2,15 + 0,2,15
PHYS161-25, 일반물리학실험Ⅰ,정창근 PHYS161-25,2,none,0,none,0,none,0,none,0,0,2,15 + 0,2,15
PHYS161-26, 일반물리학실험Ⅰ,최성훈 PHYS161-26,1,none,0,none,0,none,3,none,0,0,4,15 + 0,4,15
PHYS161-27, 일반물리학실험Ⅰ,임재훈 PHYS161-27,1,none,0,none,1,none,0,none,0,0,2,15 + 0,2,15
PHYS161-28, 일반물리학실험Ⅰ,김경태 PHYS161-28,0,none,0,none,0,none,0,none,0,0,0,15 + 0,0,15
PHYS161-29, 일반물리학실험Ⅰ,이현경 PHYS161-29,0,none,0,none,0,none,0,none,0,0,0,15 + 0,0,15
PHYS161-30, 일반물리학실험Ⅰ,정창근 PHYS161-30,1,none,0,none,0,none,0,none,0,0,1,15 + 0,1,15
PHYS161-31, 일반물리학실험Ⅰ,이동건 PHYS161-31,0,none,0,none,0,none,1,none,0,0,1,15 + 0,1,15
PHYS161-32, 일반물리학실험Ⅰ,김준영 PHYS161-32,0,none,0,none,0,none,0,none,0,0,0,15 + 0,0,15
PHYS161-33, 일반물리학실험Ⅰ,정해준 PHYS161-33,0,none,0,none,0,none,0,none,0,0,0,15 + 0,0,15
PHYS161-34, 일반물리학실험Ⅰ,하태욱 PHYS161-34,0,none,0,none,0,none,0,none,0,0,0,15 + 0,0,15
PHYS161-35, 일반물리학실험Ⅰ,문현기 PHYS161-35,0,none,0,none,0,none,1,none,0,0,1,15 + 0,1,15
PHYS161-36, 일반물리학실험Ⅰ,소재필 PHYS161-36,0,none,0,none,0,none,0,none,0,0,0,15 + 0,0,15
PHYS161-37, 일반물리학실험Ⅰ,이동건 PHYS161-37,0,none,0,none,0,none,0,none,0,0,0,15 + 0,0,15
PHYS161-38, 일반물리학실험Ⅰ,최성훈 PHYS161-38,0,none,0,none,0,none,0,none,0,0,0,15 + 0,0,15
PHYS161-39, 일반물리학실험Ⅰ,김경훈 PHYS161-39,1,none,1,none,0,none,0,none,0,0,2,15 + 0,2,15
PHYS161-40, 일반물리학실험Ⅰ,김하림 PHYS161-40,0,none,0,none,0,none,0,none,0,0,0,15 + 0,0,15
PHYS161-41, 일반물리학실험Ⅰ,소재필 PHYS161-41,0,none,0,none,0,none,2,none,0,0,2,15 + 0,2,15
PHYS161-42, 일반물리학실험Ⅰ,하태욱 PHYS161-42,0,none,0,none,0,none,0,none,0,0,0,15 + 0,0,15
PHYS161-43, 일반물리학실험Ⅰ,김영준 PHYS161-43,0,none,0,none,0,none,0,none,0,0,0,15 + 0,0,15
PHYS161-44, 일반물리학실험Ⅰ,박수영 PHYS161-44,0,none,0,none,0,none,0,none,0,0,0,15 + 0,0,15
PHYS161-45, 일반물리학실험Ⅰ,이기환 PHYS161-45,0,none,1,none,0,none,0,none,0,0,1,15 + 0,1,15
PHYS161-46, 일반물리학실험Ⅰ,김동일 PHYS161-46,1,none,0,none,0,none,0,none,0,0,1,15 + 0,1,15
PHYS161-47, 일반물리학실험Ⅰ,임재훈 PHYS161-47,1,none,0,none,0,none,0,none,0,0,1,15 + 0,1,15
PHYS161-48, 일반물리학실험Ⅰ,박범현 PHYS161-48,0,none,0,none,0,none,0,none,0,0,0,15 + 0,0,15
PHYS161-49, 일반물리학실험Ⅰ,서명호 PHYS161-49,0,none,0,none,1,none,0,none,0,0,1,15 + 0,1,15
PHYS161-50, 일반물리학실험Ⅰ,최성훈 PHYS161-50,0,none,0,none,0,none,0,none,0,0,0,15 + 0,0,15
PHYS161-51, 일반물리학실험Ⅰ,임재훈 PHYS161-51,0,none,0,none,0,none,0,none,0,0,0,15 + 0,0,15
PHYS161-52, 일반물리학실험Ⅰ,김영준 PHYS161-52,4,none,0,none,0,none,0,none,0,0,4,15 + 0,4,15
PHYS161-53, 일반물리학실험Ⅰ,이기환 PHYS161-53,0,none,0,none,2,none,2,none,0,0,4,15 + 0,4,15
PHYS161-54, 일반물리학실험Ⅰ,이기수 PHYS161-54,0,none,0,none,0,none,0,none,0,0,0,15 + 0,0,15
PHYS161-55, 일반물리학실험Ⅰ,김성은 PHYS161-55,0,none,1,none,1,none,0,none,0,0,2,15 + 0,2,15
PHYS161-56, 일반물리학실험Ⅰ,권태현 PHYS161-56,0,none,0,none,0,none,0,none,0,0,0,15 + 0,0,15
PHYS161-57, 일반물리학실험Ⅰ,이호준 PHYS161-57,0,none,0,none,0,none,0,none,0,0,0,15 + 0,0,15
PHYS161-58, 일반물리학실험Ⅰ,정창근 PHYS161-58,2,none,1,none,0,none,1,none,0,0,4,15 + 0,4,15
PHYS161-59, 일반물리학실험Ⅰ,임재훈 PHYS161-59,0,none,0,none,0,none,0,none,0,0,0,17 + 0,0,17
PHYS161-60, 일반물리학실험Ⅰ,문정호 PHYS161-60,0,none,3,none,0,none,1,none,0,0,4,15 + 0,4,15
PHYS161-61, 일반물리학실험Ⅰ,최일수 PHYS161-61,0,none,1,none,0,none,0,none,0,0,1,15 + 0,1,15
PHYS161-62, 일반물리학실험Ⅰ,김성은 PHYS161-62,0,none,2,none,2,none,0,none,1,0,5,15 + 0,4,15
PHYS161-63, 일반물리학실험Ⅰ,강필성 PHYS161-63,1,none,0,none,0,none,0,none,0,0,1,15 + 0,1,15
PHYS161-64, 일반물리학실험Ⅰ,권태현 PHYS161-64,0,none,0,none,0,none,0,none,0,0,0,17 + 0,0,17
PHYS161-65, 일반물리학실험Ⅰ,정해준 PHYS161-65,0,none,0,none,0,none,0,none,0,0,0,15 + 0,0,15
PHYS161-66, 일반물리학실험Ⅰ,이호준 PHYS161-66,0,none,1,none,0,none,0,none,0,0,1,15 + 0,1,15
PHYS151-01, 일반물리학및연습Ⅰ,조동현 PHYS151-01,0,none,1,none,0,none,1,none,1,4,3,90 + 4,2,90
PHYS151-02, 일반물리학및연습Ⅰ(영강),윤태현 PHYS151-02,0,none,0,none,0,none,0,none,0,15,0,100 + 15,0,100
PHYS151-03, 일반물리학및연습Ⅰ(영강),이동헌 PHYS151-03,0,none,0,none,0,none,0,none,0,15,0,100 + 15,0,100
PHYS151-04, 일반물리학및연습Ⅰ(영강),박홍규 PHYS151-04,0,none,0,none,0,none,0,none,0,12,0,80 + 12,0,80
PHYS151-05, 일반물리학및연습Ⅰ(영강),안정근 PHYS151-05,0,none,0,none,0,none,0,none,0,12,0,80 + 12,0,80
PHYS151-06, 일반물리학및연습Ⅰ,양승열 PHYS151-06,0,none,0,none,0,none,0,none,0,5,0,100 + 5,0,100
PHYS151-07, 일반물리학및연습Ⅰ,주진수 PHYS151-07,0,none,0,none,0,none,0,none,0,4,0,90 + 4,0,90
PHYS151-08, 일반물리학및연습Ⅰ,이상훈 PHYS151-08,0,none,0,none,0,none,0,none,0,4,0,90 + 4,0,90
PHYS151-09, 일반물리학및연습Ⅰ,최준곤 PHYS151-09,0,none,0,none,0,none,0,none,0,5,0,100 + 5,0,100
PHYS151-10, 일반물리학및연습Ⅰ(영강),공수현 PHYS151-10,2,none,5,none,0,none,0,none,0,15,7,100 + 15,7,100
PHYS151-11, 일반물리학및연습Ⅰ,남수현 PHYS151-11,9,none,8,none,8,none,3,none,0,4,28,80 + 4,28,80
PHYS151-12, 일반물리학및연습Ⅰ,이규원 PHYS151-12,6,none,3,none,4,none,2,none,0,4,15,80 + 4,15,80
PHYS151-13, 일반물리학및연습Ⅰ,조성웅 PHYS151-13,16,none,25,none,6,none,16,none,0,4,63,80 + 4,63,80
PHYS151-14, 일반물리학및연습Ⅰ,정동원 PHYS151-14,4,none,8,none,8,none,12,none,1,4,33,80 + 4,32,80
PHYS151-15, 일반물리학및연습Ⅰ(영강),유재혁 PHYS151-15,18,none,4,none,4,none,3,none,0,12,29,80 + 12,29,80
